Sentence #,Sentence,POS,Tag
Sentence: 220,"With 2,012 days to go until the Games get under way , organizers said the design would champion low waste , low carbon emissions and environmentally friendly transportation .","['IN', 'CD', 'NNS', 'TO', 'VB', 'IN', 'DT', 'NNPS', 'VBP', 'IN', 'NN', ',', 'NNS', 'VBD', 'DT', 'NN', 'MD', 'JJ', 'JJ', 'NN', ',', 'JJ', 'NN', 'NNS', 'CC', 'RB', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-eve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 221,The Olympic Delivery Authority has promised to cut emissions 50 percent by generating energy on site and using renewable energy .,"['DT', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBN', 'TO', 'VB', 'NNS', 'CD', 'NN', 'IN', 'VBG', 'NN', 'IN', 'NN', 'CC', 'VBG', 'JJ', 'NN', '.']","['O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 222,Prime Minister Tony Blair said London is farther ahead in preparations at this stage than any other previous Olympic host city .,"['NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'NNP', 'VBZ', 'RB', 'RB', 'IN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'NN', '.']","['B-per', 'I-per', 'I-per', 'I-per', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 223,"The British government wants to have the Olympic budget finalized early this year , but costs have already risen substantially since London won the bid in July of 2005 .","['DT', 'JJ', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'NNP', 'NN', 'VBN', 'RB', 'DT', 'NN', ',', 'CC', 'NNS', 'VBP', 'RB', 'VBN', 'RB', 'IN', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'IN', 'CD', '.']","['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O']"
Sentence: 224,A select committee report due Wednesday is expected to be highly critical of the government 's financing of the Games .,"['DT', 'JJ', 'NN', 'NN', 'JJ', 'NNP', 'VBZ', 'VBN', 'TO', 'VB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'POS', 'NN', 'IN', 'DT', 'NNPS', '.']","['O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-eve', 'O']"
Sentence: 225,China 's giant pandas have been on endangered species lists for nearly 30 years .,"['NNP', 'POS', 'JJ', 'NNS', 'VBP', 'VBN', 'IN', 'JJ', 'NNS', 'NNS', 'IN', 'RB', 'CD', 'NNS', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 226,"There are only about 1,600 pandas still living in the wild in China .","['EX', 'VBP', 'RB', 'IN', 'CD', 'NNS', 'RB', 'VBG', 'IN', 'DT', 'NN', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 227,One of the 2008 Olympic mascots is modeled on a panda called Jing Jing .,"['CD', 'IN', 'DT', 'CD', 'JJ', 'NNS', 'VBZ', 'VBN', 'IN', 'DT', 'NN', 'VBN', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'B-eve', 'I-eve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-nat', 'I-nat', 'O']"
Sentence: 228,Conservationists hope she will help draw attention to the threats facing the giant panda -- one of China 's national symbols .,"['NNS', 'VBP', 'PRP', 'MD', 'VB', 'VB', 'NN', 'TO', 'DT', 'NNS', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'CD', 'IN', 'NNP', 'POS', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O']"
Sentence: 229,Sam Beattie reports from Jing Jing 's home in Sichuan province .,"['NNP', 'NNP', 'VBZ', 'IN', 'NNP', 'NNP', 'POS', 'NN', 'IN', 'NNP', 'NN', '.']","['B-per', 'I-per', 'O', 'O', 'B-nat', 'I-nat', 'O', 'O', 'O', 'B-geo', 'O', 'O']"
Sentence: 230,British defense officials say 14 British military personnel have been killed in a crash of a NATO aircraft in southern Afghanistan .,"['JJ', 'NN', 'NNS', 'VBP', 'CD', 'JJ', 'JJ', 'NNS', 'VBP', 'VBN', 'VBN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NN', 'IN', 'JJ', 'NNP', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 231,A NATO spokesman says the aircraft went off the radar and crashed in an open area near Kandahar Saturday .,"['DT', 'NNP', 'NN', 'VBZ', 'DT', 'NN', 'VBD', 'IN', 'DT', 'NN', 'CC', 'VBD', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', '.']","['O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O']"
Sentence: 232,"Officials say the aircraft was supporting a NATO mission in the country 's south , but there is no indication of enemy action causing the crash .","['NNS', 'VBP', 'DT', 'NN', 'VBD', 'VBG', 'DT', 'NNP', 'NN', 'IN', 'DT', 'NN', 'POS', 'NN', ',', 'CC', 'EX', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'NN', 'VBG', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 233,The crash comes as NATO forces launched an offensive to drive Taleban remnants out of Kandahar .,"['DT', 'NN', 'VBZ', 'IN', 'NNP', 'NNS', 'VBD', 'DT', 'NN', 'TO', 'VB', 'NNP', 'NNS', 'IN', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 234,"Officials say "" Operation Medusa "" is aimed at removing the Taleban threat so that stability , reconstruction and development can be achieved in the area .","['NNS', 'VBP', '``', 'NNP', 'NNP', '``', 'VBZ', 'VBN', 'IN', 'VBG', 'DT', 'NNP', 'NN', 'RB', 'IN', 'NN', ',', 'NN', 'CC', 'NN', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'B-eve', 'I-eve', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 235,"Sri Lankan authorities say a prominent Tamil journalist was found shot dead Friday in Colombo , hours after he was abducted by several attackers as he left a restaurant .","['NNP', 'NNP', 'NNS', 'VBP', 'DT', 'JJ', 'NNP', 'NN', 'VBD', 'VBN', 'VBN', 'JJ', 'NNP', 'IN', 'NNP', ',', 'NNS', 'IN', 'PRP', 'VBD', 'VBN', 'IN', 'JJ', 'NNS', 'IN', 'PRP', 'VBD', 'DT', 'NN', '.']","['B-geo', 'B-gpe', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 236,"Dharmeratnam Sivaram was a board member of the pro-rebel TamilNet Web site and a columnist for Sri Lanka 's english newspaper , the Daily Mirror .","['NNP', 'NNP', 'VBD', 'DT', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NNP', 'NNP', 'NN', 'CC', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'POS', 'NNP', 'NN', ',', 'DT', 'NNP', 'NNP', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'B-art', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'I-gpe', 'O', 'B-art', 'O', 'O', 'O', 'B-art', 'I-art', 'O']"
Sentence: 237,Mr. Sivaram 's Web site became popular for ongoing reports on the Sri Lankan civil war and was a prominent supporter of the Tamil Tiger rebel movement .,"['NNP', 'NNP', 'POS', 'NNP', 'NN', 'VBD', 'JJ', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'JJ', 'NN', 'CC', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'NN', '.']","['B-per', 'I-per', 'O', 'B-art', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O']"
Sentence: 238,"Mr. Sivaram , who was also brutally attacked in 2001 , was found near a lake gagged with gunshot wounds to the head .","['NNP', 'NNP', ',', 'WP', 'VBD', 'RB', 'RB', 'VBN', 'IN', 'CD', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'VBN', 'IN', 'NN', 'NNS', 'TO', 'DT', 'NN', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 239,No one claimed responsibility for the killing .,"['DT', 'NN', 'VBD', 'NN', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 240,Japan and North Korea say they are considering a resumption of bilateral talks as part of efforts to normalize relations .,"['NNP', 'CC', 'NNP', 'NNP', 'VBP', 'PRP', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'NN', 'IN', 'NNS', 'TO', 'VB', 'NNS', '.']","['B-gpe', 'O', 'B-gpe', 'I-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 241,Japanese media reported Monday that the two countries hope to arrange to hold the talks in Beijing in early November .,"['JJ', 'NNS', 'VBD', 'NNP', 'IN', 'DT', 'CD', 'NNS', 'VBP', 'TO', 'VB', 'TO', 'VB', 'DT', 'NNS', 'IN', 'NNP', 'IN', 'JJ', 'NNP', '.']","['B-gpe', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'O']"
Sentence: 242,The talks could come before six-party talks on North Korea 's nuclear ambitions resume .,"['DT', 'NNS', 'MD', 'VB', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'POS', 'JJ', 'NNS', 'VBP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'I-gpe', 'O', 'O', 'O', 'O', 'O']"
Sentence: 243,Japan and North Korea have not had formal bilateral talks for about a year .,"['NNP', 'CC', 'NNP', 'NNP', 'VBP', 'RB', 'VBN', 'JJ', 'JJ', 'NNS', 'IN', 'RB', 'DT', 'NN', '.']","['B-gpe', 'O', 'B-gpe', 'I-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 244,Tokyo and Pyongyang are at odds over North Korea 's nuclear weapons program and the North 's kidnapping of Japanese citizens in the 1970s and 1980s .,"['NNP', 'CC', 'NNP', 'VBP', 'IN', 'NNS', 'IN', 'NNP', 'NNP', 'POS', 'JJ', 'NNS', 'NN', 'CC', 'DT', 'NNP', 'POS', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NNS', 'CC', 'NNS', '.']","['B-gpe', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-gpe', 'I-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-tim', 'O', 'B-tim', 'O']"
Sentence: 245,A human rights group has accused coalition forces in Iraq of failing to secure evidence considered vital to the upcoming war crimes trial of former Iraqi leader Saddam Hussein .,"['DT', 'JJ', 'NNS', 'NN', 'VBZ', 'VBN', 'NN', 'NNS', 'IN', 'NNP', 'IN', 'VBG', 'TO', 'VB', 'NN', 'VBN', 'JJ', 'TO', 'DT', 'JJ', 'NN', 'NNS', 'NN', 'IN', 'JJ', 'JJ', 'NN', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-per', 'I-per', 'O']"
Sentence: 246,"Human Rights Watch , in a report released Thursday , said coalition forces failed to stop people from stealing thousands of Iraqi government documents in the months after the 2003 invasion of Iraq .","['NNP', 'NNP', 'NNP', ',', 'IN', 'DT', 'NN', 'VBN', 'NNP', ',', 'VBD', 'NN', 'NNS', 'VBD', 'TO', 'VB', 'NNS', 'IN', 'VBG', 'NNS', 'IN', 'JJ', 'NN', 'NNS', 'IN', 'DT', 'NNS', 'IN', 'DT', 'CD', 'NN', 'IN', 'NNP', '.']","['B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-geo', 'O']"
Sentence: 247,The group also accused troops of failing to stop people from damaging several mass graves in the war-torn country .,"['DT', 'NN', 'RB', 'VBD', 'NNS', 'IN', 'VBG', 'TO', 'VB', 'NNS', 'IN', 'VBG', 'JJ', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 248,The Associated Press quotes a U.S. Defense Department spokeswoman as saying it has not reviewed the report .,"['DT', 'NNP', 'NNP', 'VBZ', 'DT', 'NNP', 'NNP', 'NNP', 'NN', 'IN', 'VBG', 'PRP', 'VBZ', 'RB', 'VBN', 'DT', 'NN', '.']","['O', 'B-org', 'I-org', 'O', 'O', 'B-gpe', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 249,Saddam Hussein was arraigned in July at a U.S. military base on the outskirts of Baghdad .,"['NNP', 'NNP', 'VBD', 'VBN', 'IN', 'NNP', 'IN', 'DT', 'NNP', 'NN', 'NN', 'IN', 'DT', 'NNS', 'IN', 'NNP', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 250,"He faces charges of war crimes , genocide and crimes against humanity .","['PRP', 'VBZ', 'NNS', 'IN', 'NN', 'NNS', ',', 'NN', 'CC', 'NNS', 'IN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 251,Egypt 's government and the World Health Organization say three Egyptian children have been hospitalized with the deadly form of avian flu .,"['NNP', 'POS', 'NN', 'CC', 'DT', 'NNP', 'NNP', 'NNP', 'VBP', 'CD', 'JJ', 'NNS', 'VBP', 'VBN', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 252,The children come from different parts of the country .,"['DT', 'NNS', 'VBP', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 253,WHO says they are receiving treatment and are in stable condition .,"['NNP', 'VBZ', 'PRP', 'VBP', 'VBG', 'NN', 'CC', 'VBP', 'IN', 'JJ', 'NN', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 254,The organization says the children had a history of contact with dead birds .,"['DT', 'NN', 'VBZ', 'DT', 'NNS', 'VBD', 'DT', 'NN', 'IN', 'NN', 'IN', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 255,Thirty two Egyptians have contracted the H5N1 form of avian flu .,"['CD', 'CD', 'NNS', 'VBP', 'VBN', 'DT', 'NNP', 'NN', 'IN', 'JJ', 'NN', '.']","['O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-nat', 'O', 'O', 'O', 'O', 'O']"
Sentence: 256,Thirteen of them have died .,"['CD', 'IN', 'PRP', 'VBP', 'VBN', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 257,Egypt has had the largest number of human bird flu cases outside of Asia .,"['NNP', 'VBZ', 'VBN', 'DT', 'JJS', 'NN', 'IN', 'JJ', 'NN', 'NN', 'NNS', 'IN', 'IN', 'NNP', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 258,The head of the U.N. investigation into the Iraq oil-for-food program says Saddam Hussein illegally obtained more money from oil smuggling than from corruption in the U.N. program .,"['DT', 'NN', 'IN', 'DT', 'NNP', 'NN', 'IN', 'DT', 'NNP', 'NN', 'NN', 'VBZ', 'NNP', 'NNP', 'RB', 'VBD', 'JJR', 'NN', 'IN', 'NN', 'NN', 'IN', 'IN', 'NN', 'IN', 'DT', 'NNP', 'NN', '.']","['O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O']"
Sentence: 259,"Former U.S. Federal Reserve Chairman Paul Volcker says the smuggling began before the start of the oil-for-food program , and was known to the United Nations Security Council .","['JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'DT', 'NN', 'VBD', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', ',', 'CC', 'VBD', 'VBN', 'TO', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['O', 'B-gpe', 'B-org', 'I-org', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O']"
Sentence: 260,"In an interview with the U.S. government-funded alHurra television station , Mr. Volcker said there is a lot of confusion about how much money Saddam obtained from the oil-for-food program itself .","['IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'JJ', 'NNP', 'NN', 'NN', ',', 'NNP', 'NNP', 'VBD', 'EX', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'IN', 'WRB', 'JJ', 'NN', 'NNP', 'VBD', 'IN', 'DT', 'NN', 'NN', 'PRP', '.']","['O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-org', 'B-art', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 261,"He refused to provide specific estimates , but said large amounts that have been reported in the media were from smuggling and not from funds diverted from the program .","['PRP', 'VBD', 'TO', 'VB', 'JJ', 'NNS', ',', 'CC', 'VBD', 'JJ', 'NNS', 'WDT', 'VBP', 'VBN', 'VBN', 'IN', 'DT', 'NNS', 'VBD', 'IN', 'VBG', 'CC', 'RB', 'IN', 'NNS', 'VBN', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 262,The United Nations created the oil-for-food program after the first Gulf War to allow Iraq to sell oil and use the profits for the Iraqi people 's humanitarian needs .,"['DT', 'NNP', 'NNPS', 'VBD', 'DT', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NNP', 'NNP', 'TO', 'VB', 'NNP', 'TO', 'VB', 'NN', 'CC', 'VB', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NNS', 'POS', 'JJ', 'NNS', '.']","['O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-eve', 'I-eve', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O']"
Sentence: 263,"Kyrgyzstan 's Justice Ministry says four people , including parliament member Tynychbek Akmatbayev , have been killed at a prison near Bishkek after inmates took them hostage .","['NNP', 'POS', 'NNP', 'NNP', 'VBZ', 'CD', 'NNS', ',', 'VBG', 'NN', 'NN', 'NNP', 'NNP', ',', 'VBP', 'VBN', 'VBN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'IN', 'NNS', 'VBD', 'PRP', 'NN', '.']","['B-gpe', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 264,Interior Minister Murat Sutalinov is at the prison to head negotiations with the inmates .,"['NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'IN', 'DT', 'NN', 'TO', 'VB', 'NNS', 'IN', 'DT', 'NNS', '.']","['B-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 265,The ministry gave no other details .,"['DT', 'NN', 'VBD', 'DT', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 266,It is not clear if the hostage-takers made any demands .,"['PRP', 'VBZ', 'RB', 'JJ', 'IN', 'DT', 'NNS', 'VBD', 'DT', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 267,Mr. Akmatbayev was involved in negotiations on Wednesday at another Kyrgyz prison where a riot over poor living conditions forced the staff to evacuate earlier this week .,"['NNP', 'NNP', 'VBD', 'VBN', 'IN', 'NNS', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'WRB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NNS', 'VBD', 'DT', 'NN', 'TO', 'VB', 'RBR', 'DT', 'NN', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 268,"That prison , also near Bishkek , remained surrounded by security forces on Thursday .","['DT', 'NN', ',', 'RB', 'IN', 'NNP', ',', 'VBD', 'VBN', 'IN', 'NN', 'NNS', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Sentence: 269,A commercial airplane taking off from Western Europe has landed in Iraq for the first time in nearly 20 years .,"['DT', 'JJ', 'NN', 'VBG', 'RP', 'IN', 'NNP', 'NNP', 'VBZ', 'VBN', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'RB', 'CD', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 270,"The plane , operated by France 's Aigle Azur airline , took off from Charles De Gaulle airport in Paris late Saturday and touched down at Baghdad International Airport early Sunday .","['DT', 'NN', ',', 'VBN', 'IN', 'NNP', 'POS', 'NNP', 'NNP', 'NN', ',', 'VBD', 'RP', 'IN', 'NNP', 'NNP', 'NNP', 'NN', 'IN', 'NNP', 'JJ', 'NNP', 'CC', 'VBD', 'RP', 'IN', 'NNP', 'NNP', 'NNP', 'JJ', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'B-art', 'I-art', 'I-art', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-art', 'I-art', 'I-art', 'O', 'B-tim', 'O']"
Sentence: 271,"Officials said this first flight was largely ceremonial , and that most of the passengers were French diplomats and business leaders .","['NNS', 'VBD', 'DT', 'JJ', 'NN', 'VBD', 'RB', 'JJ', ',', 'CC', 'IN', 'JJS', 'IN', 'DT', 'NNS', 'VBD', 'JJ', 'NNS', 'CC', 'NN', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O']"
Sentence: 272,"One of the passengers , French Foreign Trade Minister Anne-Marie Idrac , called it a historic day for cooperation between France and Iraq .","['CD', 'IN', 'DT', 'NNS', ',', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'VBD', 'PRP', 'DT', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NNP', 'CC', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-gpe', 'O']"
Sentence: 273,Regular service between Paris and Baghdad is not expected to start for at least several weeks .,"['JJ', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'VBZ', 'RB', 'VBN', 'TO', 'VB', 'IN', 'IN', 'JJS', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 274,Aigle Azur is just one of a number of airlines to start flying to Baghdad .,"['NNP', 'NNP', 'VBZ', 'RB', 'CD', 'IN', 'DT', 'NN', 'IN', 'NNS', 'TO', 'VB', 'VBG', 'TO', 'NNP', '.']","['B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
